OrderID,OrderDate,CustomerID,CustomerName,Region,City,Category,SubCategory,Sales,Quantity,Discount,Profit,PaymentMode,ReturnFlag,Rating
21555,04-08-2024,CUST3554,Mason Lewis,South,Bengaluru,Fruits,Bananas,1996,20,0.02,131.39,Wallet,No,5
21556,04-08-2024,CUST3555,Olivia Martinez,West,Pune,Snacks,Chips,551,7,0.2,92.58,UPI,No,5
21557,04-08-2024,CUST3556,Daniel Wilson,West,Mumbai,Beverages,Water,541,17,0.03,-24.22,UPI,Yes,4
21558,04-08-2024,CUST3557,Michael Lee,North,Delhi,Fruits,Apples,336,12,0.16,50.48,Card,Yes,4
21559,04-08-2024,CUST3558,Noah Young,East,Patna,Snacks,Biscuits,372,3,0.09,-1.6,Cash,No,3
21560,04-08-2024,CUST3559,James White,North,Chandigarh,Bakery,Donuts,1760,5,0.01,116.82,Card,No,2
21561,05-08-2024,CUST3560,Sophia Johnson,South,Hyderabad,Fruits,Mangoes,778,18,0.15,-18.27,UPI,No,5
21562,05-08-2024,CUST3561,John Smith,North,Lucknow,Snacks,Popcorn,799,2,0.07,55.66,UPI,No,5
21563,05-08-2024,CUST3562,Emma Davis,South,Bengaluru,Vegetables,Carrots,639,11,0.19,-19.91,Card,Yes,3
21564,05-08-2024,CUST3563,Amelia Scott,North,Delhi,Snacks,Chocolate,981,14,0.2,-41.91,Cash,No,5
21565,05-08-2024,CUST3564,Emma Davis,East,Kolkata,Vegetables,Potatoes,235,7,0.02,-4.24,Wallet,No,3
21566,05-08-2024,CUST3565,Alice Brown,North,Lucknow,Bakery,Cake,1582,12,0.1,361.52,UPI,No,4
21567,05-08-2024,CUST3566,Ava Clark,North,Lucknow,Vegetables,Spinach,34,14,0.09,1.5,Wallet,No,4
21568,05-08-2024,CUST3567,Michael Lee,West,Mumbai,Fruits,Mangoes,1004,9,0.13,114.93,Cash,No,5
21569,05-08-2024,CUST3568,John Smith,North,Delhi,Dairy,Milk,815,3,0.08,176.52,UPI,No,4
21570,05-08-2024,CUST3569,John Smith,South,Bengaluru,Dairy,Yogurt,761,13,0.06,119.95,Wallet,Yes,4
21571,05-08-2024,CUST3570,Charlotte Adams,West,Ahmedabad,Dairy,Paneer,1546,16,0.06,157.57,Card,Yes,4
21572,05-08-2024,CUST3571,Mia Walker,East,Patna,Beverages,Water,1629,10,0.07,172.21,Cash,No,5
21573,05-08-2024,CUST3572,Amelia Scott,North,Chandigarh,Dairy,Cheese,634,11,0.04,74.75,UPI,Yes,3
21574,05-08-2024,CUST3573,Noah Young,East,Patna,Fruits,Mangoes,1818,11,0.1,304.86,Wallet,Yes,2
21575,05-08-2024,CUST3574,Mason Lewis,West,Ahmedabad,Beverages,Water,842,10,0.19,1.73,Cash,No,5
21576,05-08-2024,CUST3575,Olivia Martinez,East,Bhubaneswar,Beverages,Juice,1574,14,0.13,364.91,Card,Yes,5
21577,05-08-2024,CUST3576,Charlotte Adams,South,Chennai,Dairy,Milk,1497,8,0.08,373.77,Cash,Yes,5
21578,05-08-2024,CUST3577,John Smith,East,Kolkata,Snacks,Popcorn,1594,11,0.1,225.09,Wallet,Yes,4
21579,05-08-2024,CUST3578,Noah Young,West,Ahmedabad,Vegetables,Potatoes,1478,7,0.17,-12.83,UPI,No,4
21580,05-08-2024,CUST3579,Liam Harris,North,Delhi,Fruits,Grapes,827,8,0.07,110.38,Wallet,Yes,4
21581,05-08-2024,CUST3580,Sophia Johnson,East,Kolkata,Bakery,Bread,1884,8,0.12,-67.52,Wallet,No,5
21582,05-08-2024,CUST3581,Alice Brown,North,Lucknow,Beverages,Juice,629,11,0.04,29.12,Cash,No,5
21583,05-08-2024,CUST3582,Ava Clark,West,Pune,Fruits,Mangoes,564,10,0.09,136.22,Wallet,No,4
21584,05-08-2024,CUST3583,Liam Harris,South,Hyderabad,Vegetables,Spinach,777,15,0.03,143.43,Wallet,Yes,4
21585,06-08-2024,CUST3584,Mia Walker,West,Ahmedabad,Vegetables,Spinach,103,10,0.02,24.22,Wallet,Yes,1
21586,06-08-2024,CUST3585,Olivia Martinez,West,Ahmedabad,Snacks,Biscuits,1114,19,0.18,251.81,UPI,No,5
21587,06-08-2024,CUST3586,Charlotte Adams,East,Patna,Vegetables,Tomatoes,1306,1,0.11,-63.35,UPI,No,4
21588,06-08-2024,CUST3587,Ethan Hall,West,Ahmedabad,Beverages,Soft Drink,1965,7,0.07,-79.46,Wallet,Yes,4
21589,06-08-2024,CUST3588,Michael Lee,North,Lucknow,Dairy,Milk,1117,2,0.06,-20.68,Card,Yes,4
21590,06-08-2024,CUST3589,Mason Lewis,North,Chandigarh,Dairy,Paneer,1098,8,0.05,31.07,UPI,Yes,3
21591,06-08-2024,CUST3590,Charlotte Adams,North,Chandigarh,Snacks,Nuts,492,20,0.01,-20.42,Cash,Yes,4
21592,06-08-2024,CUST3591,Noah Young,South,Chennai,Beverages,Juice,716,3,0.07,98.23,Cash,Yes,1
21593,06-08-2024,CUST3592,Mason Lewis,South,Bengaluru,Beverages,Coffee,664,16,0.17,13.09,Cash,No,5
21594,06-08-2024,CUST3593,Daniel Wilson,East,Kolkata,Bakery,Pastry,226,17,0.1,45.56,Card,No,5
21595,06-08-2024,CUST3594,Alice Brown,North,Lucknow,Vegetables,Onions,1739,5,0.12,218.74,Wallet,No,3
21596,06-08-2024,CUST3595,Isabella Taylor,East,Patna,Vegetables,Carrots,159,1,0.15,21.04,Wallet,Yes,4
21597,06-08-2024,CUST3596,Mason Lewis,South,Hyderabad,Fruits,Mangoes,844,7,0.2,5.17,Card,Yes,5
21598,06-08-2024,CUST3597,David Kim,East,Bhubaneswar,Snacks,Chips,456,3,0.14,25.47,Wallet,No,5
21599,06-08-2024,CUST3598,Noah Young,South,Hyderabad,Snacks,Nuts,695,11,0.15,61.26,Wallet,Yes,5
21600,06-08-2024,CUST3599,Noah Young,South,Chennai,Fruits,Oranges,424,6,0.07,-14.99,Wallet,Yes,2
21601,06-08-2024,CUST3600,Liam Harris,East,Kolkata,Dairy,Yogurt,308,19,0.16,31.22,Cash,Yes,5
21602,06-08-2024,CUST3601,Liam Harris,North,Delhi,Beverages,Tea,457,8,0.14,54.93,Card,No,5
21603,06-08-2024,CUST3602,Ethan Hall,South,Chennai,Snacks,Nuts,506,5,0.15,93.25,Card,Yes,5
21604,06-08-2024,CUST3603,Lucas Green,South,Chennai,Fruits,Grapes,838,1,0.07,175.71,UPI,Yes,5
21605,06-08-2024,CUST3604,Sophia Johnson,North,Delhi,Snacks,Biscuits,165,19,0.14,25.41,Card,No,5
21606,06-08-2024,CUST3605,Emma Davis,North,Chandigarh,Bakery,Bread,239,15,0.11,20.33,Card,Yes,4
21607,06-08-2024,CUST3606,John Smith,South,Bengaluru,Beverages,Coffee,967,11,0.17,241.02,Cash,No,5
21608,06-08-2024,CUST3607,Noah Young,North,Delhi,Snacks,Popcorn,207,18,0.01,39.99,Cash,Yes,3
21609,07-08-2024,CUST3608,Sophia Johnson,South,Hyderabad,Fruits,Oranges,867,17,0.02,193.06,Cash,No,5
21610,07-08-2024,CUST3609,Michael Lee,North,Chandigarh,Beverages,Juice,1150,10,0.02,189.38,Card,Yes,4
21611,07-08-2024,CUST3610,Daniel Wilson,East,Bhubaneswar,Fruits,Grapes,1492,15,0.09,-5.65,UPI,Yes,2
21612,07-08-2024,CUST3611,Mia Walker,North,Delhi,Beverages,Tea,1541,13,0.17,247.62,Cash,No,4
21613,07-08-2024,CUST3612,Benjamin Evans,North,Lucknow,Vegetables,Potatoes,1376,1,0,107.13,UPI,No,4
21614,07-08-2024,CUST3613,Olivia Martinez,East,Kolkata,Dairy,Yogurt,671,10,0.13,71.85,Cash,Yes,5
21615,07-08-2024,CUST3614,Ava Clark,South,Chennai,Beverages,Soft Drink,492,3,0.13,112.51,UPI,Yes,5
21616,07-08-2024,CUST3615,Ethan Hall,West,Ahmedabad,Vegetables,Spinach,864,5,0.04,17.53,Card,No,4
21617,07-08-2024,CUST3616,Charlotte Adams,South,Hyderabad,Fruits,Bananas,1431,1,0.05,257.3,Card,Yes,1
21618,07-08-2024,CUST3617,Sophia Johnson,East,Bhubaneswar,Beverages,Water,420,19,0.08,101.36,Cash,No,4
21619,07-08-2024,CUST3618,Liam Harris,West,Pune,Dairy,Butter,1505,4,0.07,25.57,Card,No,4
21620,07-08-2024,CUST3619,Charlotte Adams,South,Hyderabad,Beverages,Coffee,1257,1,0.04,307.22,Card,Yes,3
21621,07-08-2024,CUST3620,Olivia Martinez,North,Delhi,Bakery,Donuts,1603,20,0.1,-61.53,Cash,Yes,4
21622,07-08-2024,CUST3621,Olivia Martinez,East,Patna,Vegetables,Spinach,126,18,0.12,1.57,Wallet,Yes,5
21623,07-08-2024,CUST3622,James White,South,Chennai,Bakery,Cookies,1605,7,0.02,-34.98,Wallet,Yes,4
21624,07-08-2024,CUST3623,Daniel Wilson,North,Lucknow,Snacks,Nuts,691,14,0.07,-8.88,Wallet,Yes,1
21625,07-08-2024,CUST3624,Daniel Wilson,South,Bengaluru,Dairy,Yogurt,1886,8,0.02,49.52,Cash,No,5
21626,07-08-2024,CUST3625,Ethan Hall,North,Lucknow,Dairy,Milk,1201,12,0,32.85,Cash,No,4
21627,07-08-2024,CUST3626,Sophia Johnson,West,Pune,Bakery,Cookies,1109,7,0.07,19.55,UPI,No,5
21628,07-08-2024,CUST3627,Charlotte Adams,East,Patna,Vegetables,Spinach,1747,15,0.14,58.95,Wallet,Yes,4
21629,07-08-2024,CUST3628,Michael Lee,East,Kolkata,Bakery,Cookies,86,10,0.16,2.58,Card,No,5
21630,07-08-2024,CUST3629,Michael Lee,East,Patna,Snacks,Nuts,716,15,0.03,133.17,Cash,Yes,4
21631,07-08-2024,CUST3630,Benjamin Evans,East,Patna,Vegetables,Spinach,577,14,0.18,-16.85,UPI,No,3
21632,07-08-2024,CUST3631,Mia Walker,North,Delhi,Bakery,Cake,1522,3,0.01,244,UPI,No,5
21633,08-08-2024,CUST3632,David Kim,East,Bhubaneswar,Snacks,Chips,876,7,0.03,149.47,Card,No,4
21634,08-08-2024,CUST3633,Charlotte Adams,North,Lucknow,Dairy,Cheese,1279,17,0.02,99.53,Card,Yes,3
21635,08-08-2024,CUST3634,David Kim,East,Bhubaneswar,Vegetables,Carrots,380,9,0.01,-17.93,Cash,No,2
21636,08-08-2024,CUST3635,Michael Lee,West,Pune,Dairy,Paneer,1035,17,0.11,155.04,Wallet,No,5
21637,08-08-2024,CUST3636,Mia Walker,South,Chennai,Dairy,Paneer,1989,17,0,415.87,UPI,No,5
21638,08-08-2024,CUST3637,Sophia Johnson,North,Lucknow,Beverages,Tea,888,11,0.03,-1.78,UPI,Yes,5
21639,08-08-2024,CUST3638,Olivia Martinez,South,Chennai,Bakery,Bread,894,13,0.18,173.36,Cash,Yes,1
21640,08-08-2024,CUST3639,Ethan Hall,North,Lucknow,Beverages,Coffee,721,9,0.03,153.65,Cash,No,2
21641,08-08-2024,CUST3640,John Smith,West,Ahmedabad,Vegetables,Potatoes,950,11,0.11,169.77,Cash,No,4
21642,08-08-2024,CUST3641,Mason Lewis,West,Ahmedabad,Beverages,Water,656,1,0.19,-10.3,Card,Yes,3
21643,08-08-2024,CUST3642,Mia Walker,West,Mumbai,Bakery,Donuts,855,18,0.08,85.06,Wallet,Yes,4
21644,08-08-2024,CUST3643,Alice Brown,North,Delhi,Vegetables,Onions,917,13,0.12,38.83,Cash,No,4
21645,08-08-2024,CUST3644,David Kim,East,Kolkata,Bakery,Donuts,440,8,0.03,80.47,Cash,No,5
21646,08-08-2024,CUST3645,Sophia Johnson,West,Pune,Snacks,Biscuits,1150,15,0,51.68,UPI,No,3
21647,08-08-2024,CUST3646,Benjamin Evans,South,Hyderabad,Dairy,Milk,1435,6,0.11,180.54,UPI,Yes,5
21648,08-08-2024,CUST3647,Amelia Scott,North,Delhi,Vegetables,Carrots,1322,10,0.11,124.11,Wallet,Yes,3
21649,08-08-2024,CUST3648,Isabella Taylor,East,Kolkata,Beverages,Juice,1344,17,0.12,258.4,UPI,No,3
21650,08-08-2024,CUST3649,Ethan Hall,South,Hyderabad,Bakery,Pastry,247,16,0.13,47.92,Card,No,3
21651,08-08-2024,CUST3650,Mason Lewis,East,Patna,Vegetables,Potatoes,660,20,0.09,29.98,UPI,Yes,5
21652,08-08-2024,CUST3651,Daniel Wilson,West,Ahmedabad,Fruits,Mangoes,1268,4,0.14,15.27,Card,Yes,5
21653,08-08-2024,CUST3652,Michael Lee,South,Bengaluru,Dairy,Butter,438,18,0.16,78.81,Wallet,Yes,5
21654,08-08-2024,CUST3653,Ethan Hall,North,Lucknow,Vegetables,Tomatoes,1912,14,0.17,38.68,UPI,No,5
21655,08-08-2024,CUST3654,Mia Walker,South,Hyderabad,Dairy,Cheese,1056,4,0.18,76.69,Wallet,No,5
21656,08-08-2024,CUST3655,Charlotte Adams,West,Ahmedabad,Fruits,Bananas,848,15,0.02,148.07,Wallet,No,2
21657,09-08-2024,CUST3656,Amelia Scott,West,Pune,Fruits,Oranges,533,20,0.06,6.79,UPI,No,4
21658,09-08-2024,CUST3657,Noah Young,West,Pune,Dairy,Cheese,1057,19,0.13,253.33,UPI,No,5
21659,09-08-2024,CUST3658,Mason Lewis,West,Ahmedabad,Vegetables,Spinach,695,13,0.14,124.63,UPI,Yes,5
21660,09-08-2024,CUST3659,David Kim,North,Chandigarh,Fruits,Apples,80,10,0.02,10.12,Wallet,No,4
21661,09-08-2024,CUST3660,Noah Young,North,Delhi,Bakery,Pastry,1287,19,0.17,66.57,Card,No,4
21662,09-08-2024,CUST3661,Isabella Taylor,North,Delhi,Dairy,Cheese,629,8,0.03,46.29,UPI,No,4
21663,09-08-2024,CUST3662,Amelia Scott,West,Ahmedabad,Beverages,Soft Drink,1028,8,0.15,222.97,Wallet,No,2
21664,09-08-2024,CUST3663,Liam Harris,West,Mumbai,Bakery,Pastry,1955,20,0.11,244.19,Card,No,4
21665,09-08-2024,CUST3664,Benjamin Evans,South,Bengaluru,Dairy,Paneer,605,5,0.02,-15.73,Wallet,Yes,1
21666,09-08-2024,CUST3665,Lucas Green,South,Chennai,Dairy,Yogurt,1464,16,0.15,130.44,UPI,Yes,2
21667,09-08-2024,CUST3666,James White,North,Chandigarh,Vegetables,Carrots,1010,1,0.06,234.31,UPI,No,5
21668,09-08-2024,CUST3667,Liam Harris,North,Lucknow,Beverages,Tea,1034,19,0.07,38.12,Card,No,2
21669,09-08-2024,CUST3668,Michael Lee,North,Chandigarh,Fruits,Oranges,1596,20,0.03,34.28,Wallet,Yes,5
21670,09-08-2024,CUST3669,Alice Brown,West,Pune,Beverages,Soft Drink,1716,13,0.02,-50.47,Cash,No,3
21671,09-08-2024,CUST3670,Sophia Johnson,West,Mumbai,Fruits,Apples,1990,11,0.18,143.58,Cash,No,5
21672,09-08-2024,CUST3671,Isabella Taylor,East,Bhubaneswar,Bakery,Bread,159,16,0.16,37.92,Card,Yes,2
21673,09-08-2024,CUST3672,Alice Brown,West,Pune,Bakery,Bread,710,15,0.16,89.9,Card,No,2
21674,09-08-2024,CUST3673,Benjamin Evans,West,Pune,Beverages,Soft Drink,701,17,0.05,-7.27,UPI,Yes,3
21675,09-08-2024,CUST3674,Daniel Wilson,North,Lucknow,Beverages,Coffee,831,20,0.04,133.58,Cash,No,3
21676,09-08-2024,CUST3675,Ava Clark,South,Bengaluru,Fruits,Mangoes,272,6,0.14,35.72,Wallet,No,5
21677,09-08-2024,CUST3676,Lucas Green,North,Lucknow,Vegetables,Potatoes,55,10,0.12,5.13,Cash,Yes,5
21678,09-08-2024,CUST3677,Mason Lewis,East,Bhubaneswar,Dairy,Butter,518,8,0.14,101.04,Cash,No,4
21679,09-08-2024,CUST3678,Liam Harris,North,Delhi,Dairy,Yogurt,1548,20,0.2,22.95,UPI,Yes,5
21680,09-08-2024,CUST3679,Charlotte Adams,West,Mumbai,Vegetables,Onions,512,6,0.05,83.89,UPI,No,4
21681,10-08-2024,CUST3680,Charlotte Adams,North,Delhi,Beverages,Coffee,1086,6,0.1,249.35,UPI,Yes,5
21682,10-08-2024,CUST3681,Michael Lee,West,Mumbai,Beverages,Tea,987,4,0.18,-32.85,UPI,No,1
21683,10-08-2024,CUST3682,Michael Lee,West,Pune,Snacks,Chips,797,5,0.04,132.6,Card,Yes,4
21684,10-08-2024,CUST3683,Amelia Scott,North,Chandigarh,Beverages,Juice,1255,12,0.09,36.41,Cash,No,3
21685,10-08-2024,CUST3684,David Kim,South,Hyderabad,Beverages,Soft Drink,964,8,0.2,182.55,Cash,No,5
21686,10-08-2024,CUST3685,Noah Young,East,Bhubaneswar,Vegetables,Spinach,116,13,0.17,3.64,Cash,Yes,2
21687,10-08-2024,CUST3686,Amelia Scott,South,Bengaluru,Dairy,Cheese,1385,11,0.02,147.75,Wallet,Yes,2
21688,10-08-2024,CUST3687,Charlotte Adams,West,Ahmedabad,Fruits,Grapes,1457,9,0.13,328.98,Card,Yes,4
21689,10-08-2024,CUST3688,Ethan Hall,West,Mumbai,Vegetables,Onions,65,20,0.16,13.8,UPI,No,4
21690,10-08-2024,CUST3689,Michael Lee,North,Delhi,Vegetables,Tomatoes,1396,20,0.06,335.64,UPI,No,3
21691,10-08-2024,CUST3690,Mia Walker,North,Lucknow,Snacks,Popcorn,720,5,0.18,44.92,Cash,No,5
21692,10-08-2024,CUST3691,James White,South,Bengaluru,Bakery,Cookies,969,16,0.13,65.5,Wallet,Yes,4
21693,10-08-2024,CUST3692,Sophia Johnson,North,Lucknow,Fruits,Apples,517,20,0.11,55.02,UPI,No,5
21694,10-08-2024,CUST3693,John Smith,West,Pune,Vegetables,Potatoes,600,1,0.11,124.4,Wallet,Yes,5
21695,10-08-2024,CUST3694,Liam Harris,South,Hyderabad,Bakery,Donuts,1905,5,0,364.06,Wallet,No,5
21696,10-08-2024,CUST3695,David Kim,North,Lucknow,Snacks,Chocolate,875,6,0.13,165.21,UPI,No,5
21697,10-08-2024,CUST3696,Emma Davis,South,Chennai,Vegetables,Carrots,662,15,0.11,67.3,UPI,No,5
21698,10-08-2024,CUST3697,James White,North,Chandigarh,Snacks,Popcorn,1540,12,0.03,-40.42,Cash,No,5
21699,10-08-2024,CUST3698,Charlotte Adams,West,Mumbai,Snacks,Biscuits,1078,15,0.17,7.85,Card,No,1
21700,10-08-2024,CUST3699,Benjamin Evans,South,Hyderabad,Snacks,Nuts,1729,1,0.19,366.53,Card,Yes,4
21701,10-08-2024,CUST3700,Michael Lee,North,Chandigarh,Fruits,Grapes,71,16,0.19,3.84,UPI,Yes,1
21702,10-08-2024,CUST3701,Alice Brown,North,Chandigarh,Dairy,Butter,1201,6,0.06,175.79,Card,No,4
21703,10-08-2024,CUST3702,Charlotte Adams,West,Mumbai,Bakery,Cookies,1364,2,0.13,54.07,Card,No,5
21704,10-08-2024,CUST3703,Emma Davis,West,Ahmedabad,Beverages,Tea,348,13,0.13,-16.22,Card,No,4
21705,11-08-2024,CUST3704,John Smith,West,Ahmedabad,Dairy,Paneer,356,2,0.17,-12.64,Cash,No,4
21706,11-08-2024,CUST3705,Ava Clark,West,Ahmedabad,Beverages,Tea,1340,14,0.11,28.92,UPI,Yes,5
21707,11-08-2024,CUST3706,Lucas Green,East,Bhubaneswar,Snacks,Popcorn,1647,15,0,230.49,Cash,Yes,4
21708,11-08-2024,CUST3707,Lucas Green,North,Lucknow,Vegetables,Carrots,1574,5,0.13,315.43,Card,No,5
21709,11-08-2024,CUST3708,Mason Lewis,North,Chandigarh,Beverages,Tea,1634,3,0.17,356.3,Wallet,Yes,4
21710,11-08-2024,CUST3709,Sophia Johnson,North,Chandigarh,Snacks,Popcorn,222,18,0.09,34.81,UPI,No,4
21711,11-08-2024,CUST3710,Liam Harris,West,Ahmedabad,Bakery,Bread,1404,14,0.04,304.95,Cash,No,5
21712,11-08-2024,CUST3711,Mia Walker,North,Chandigarh,Dairy,Milk,145,20,0.17,15.27,Wallet,Yes,5
21713,11-08-2024,CUST3712,Isabella Taylor,East,Patna,Vegetables,Onions,1481,7,0.17,43.11,UPI,No,3
21714,11-08-2024,CUST3713,Lucas Green,North,Chandigarh,Fruits,Apples,1371,1,0.02,67.74,Wallet,No,4
21715,11-08-2024,CUST3714,John Smith,North,Lucknow,Bakery,Cookies,1508,11,0.19,45.13,Cash,Yes,5
21716,11-08-2024,CUST3715,Michael Lee,East,Bhubaneswar,Vegetables,Spinach,1328,16,0.15,182.94,Wallet,No,1
21717,11-08-2024,CUST3716,Sophia Johnson,North,Chandigarh,Bakery,Cake,953,3,0.14,113.08,Cash,Yes,5
21718,11-08-2024,CUST3717,Benjamin Evans,North,Chandigarh,Bakery,Pastry,1184,19,0,55.14,UPI,Yes,4
21719,11-08-2024,CUST3718,Alice Brown,South,Hyderabad,Snacks,Popcorn,1349,8,0.08,161.86,Cash,Yes,1
21720,11-08-2024,CUST3719,Daniel Wilson,West,Ahmedabad,Snacks,Biscuits,174,18,0.11,0.14,Cash,Yes,5
21721,11-08-2024,CUST3720,Michael Lee,East,Patna,Dairy,Cheese,979,12,0.04,10.79,Cash,Yes,5
21722,11-08-2024,CUST3721,David Kim,South,Bengaluru,Fruits,Oranges,1197,9,0.12,-52.05,Cash,Yes,5
21723,11-08-2024,CUST3722,Sophia Johnson,North,Delhi,Dairy,Yogurt,1202,2,0.01,247.46,Cash,No,5
21724,11-08-2024,CUST3723,Isabella Taylor,South,Bengaluru,Dairy,Yogurt,222,11,0,39.72,UPI,No,5
21725,11-08-2024,CUST3724,Lucas Green,West,Mumbai,Bakery,Bread,1934,2,0.06,336.44,Cash,Yes,4
21726,11-08-2024,CUST3725,Noah Young,West,Pune,Vegetables,Carrots,1268,4,0.14,220.37,UPI,No,5
21727,11-08-2024,CUST3726,Michael Lee,East,Patna,Bakery,Cake,1739,10,0.04,-59.09,Wallet,Yes,4
21728,11-08-2024,CUST3727,John Smith,West,Ahmedabad,Dairy,Butter,1111,12,0.06,-5,Wallet,Yes,1
21729,12-08-2024,CUST3728,James White,South,Bengaluru,Dairy,Cheese,147,17,0.07,1.76,Cash,No,3
21730,12-08-2024,CUST3729,Alice Brown,East,Kolkata,Snacks,Chocolate,922,3,0.07,33.72,Card,No,4
21731,12-08-2024,CUST3730,Amelia Scott,West,Ahmedabad,Vegetables,Carrots,689,11,0.13,105.92,Card,Yes,5
21732,12-08-2024,CUST3731,Mason Lewis,West,Mumbai,Dairy,Milk,571,16,0.2,20.44,Wallet,Yes,4
21733,12-08-2024,CUST3732,Lucas Green,North,Chandigarh,Fruits,Grapes,811,5,0.17,186.24,Wallet,No,4
21734,12-08-2024,CUST3733,Ethan Hall,South,Hyderabad,Vegetables,Tomatoes,1193,1,0.03,285.65,Wallet,No,4
21735,12-08-2024,CUST3734,Mia Walker,South,Chennai,Bakery,Cookies,1076,1,0.03,80.48,Card,Yes,5
21736,12-08-2024,CUST3735,Liam Harris,North,Chandigarh,Fruits,Mangoes,1618,12,0.12,165.7,Wallet,Yes,2
21737,12-08-2024,CUST3736,Mia Walker,East,Bhubaneswar,Beverages,Tea,1629,8,0.08,-77.82,Card,No,4
21738,12-08-2024,CUST3737,Sophia Johnson,North,Delhi,Snacks,Biscuits,1828,4,0.07,320.5,Cash,Yes,5
21739,12-08-2024,CUST3738,Ava Clark,South,Chennai,Vegetables,Carrots,938,2,0.09,18.1,UPI,Yes,5
21740,12-08-2024,CUST3739,Ava Clark,West,Mumbai,Dairy,Milk,91,13,0.13,20.37,UPI,No,4
21741,12-08-2024,CUST3740,Benjamin Evans,North,Chandigarh,Vegetables,Onions,100,1,0.03,11.61,Cash,No,3
21742,12-08-2024,CUST3741,Benjamin Evans,East,Bhubaneswar,Dairy,Cheese,231,1,0,-3.05,Card,Yes,3
21743,12-08-2024,CUST3742,Ethan Hall,South,Chennai,Fruits,Mangoes,1505,1,0.04,84.8,UPI,No,3
21744,12-08-2024,CUST3743,Olivia Martinez,North,Chandigarh,Snacks,Popcorn,1723,19,0.14,71.29,Cash,No,5
21745,12-08-2024,CUST3744,Charlotte Adams,North,Lucknow,Fruits,Bananas,103,2,0.16,12.48,Card,Yes,4
21746,12-08-2024,CUST3745,Sophia Johnson,West,Ahmedabad,Bakery,Pastry,1327,3,0.04,84.83,Wallet,Yes,4
21747,12-08-2024,CUST3746,Benjamin Evans,East,Patna,Bakery,Bread,1900,15,0.07,438.05,Card,Yes,5
21748,12-08-2024,CUST3747,Alice Brown,North,Chandigarh,Snacks,Popcorn,1410,4,0.11,326.98,Wallet,No,5
21749,12-08-2024,CUST3748,Ava Clark,North,Delhi,Beverages,Coffee,1793,1,0.01,342.02,Cash,No,3
21750,12-08-2024,CUST3749,Mia Walker,West,Mumbai,Fruits,Oranges,548,10,0.11,66.73,UPI,No,5
21751,12-08-2024,CUST3750,Charlotte Adams,West,Ahmedabad,Fruits,Mangoes,1086,3,0.09,218,UPI,Yes,4
21752,12-08-2024,CUST3751,Alice Brown,South,Chennai,Beverages,Water,35,7,0.17,-1.37,Cash,No,5
21753,13-08-2024,CUST3752,Liam Harris,West,Mumbai,Bakery,Cookies,406,5,0.18,4.35,Wallet,Yes,5
21754,13-08-2024,CUST3753,Ava Clark,West,Ahmedabad,Snacks,Nuts,1933,1,0.16,469.08,Cash,No,5
21755,13-08-2024,CUST3754,Emma Davis,East,Bhubaneswar,Dairy,Milk,531,9,0.07,-15.99,UPI,Yes,1
21756,13-08-2024,CUST3755,Sophia Johnson,East,Patna,Dairy,Paneer,730,2,0.1,64.74,Card,No,3
21757,13-08-2024,CUST3756,Ethan Hall,North,Chandigarh,Vegetables,Onions,327,11,0.2,37.86,Card,Yes,1
21758,13-08-2024,CUST3757,Mason Lewis,South,Bengaluru,Beverages,Water,1386,16,0.16,211,Card,No,4
21759,13-08-2024,CUST3758,Mason Lewis,East,Patna,Snacks,Biscuits,1135,4,0.11,8.37,Card,No,5
21760,13-08-2024,CUST3759,Daniel Wilson,West,Ahmedabad,Snacks,Popcorn,256,16,0.2,50.97,UPI,Yes,4
21761,13-08-2024,CUST3760,Benjamin Evans,East,Patna,Bakery,Cake,1348,14,0.11,186.07,Wallet,Yes,4
21762,13-08-2024,CUST3761,Daniel Wilson,West,Pune,Snacks,Chips,1703,5,0.18,234.86,Card,Yes,3
21763,13-08-2024,CUST3762,Liam Harris,East,Patna,Beverages,Juice,1545,15,0.04,123.17,Wallet,No,5
21764,13-08-2024,CUST3763,Sophia Johnson,East,Patna,Beverages,Tea,981,16,0.03,219.44,UPI,Yes,4
21765,13-08-2024,CUST3764,Noah Young,North,Chandigarh,Dairy,Yogurt,844,7,0.04,184.78,Cash,No,5
21766,13-08-2024,CUST3765,Mia Walker,West,Ahmedabad,Beverages,Juice,617,18,0.19,110.74,Cash,No,5
21767,13-08-2024,CUST3766,Olivia Martinez,West,Ahmedabad,Bakery,Bread,1738,2,0.07,396.12,UPI,No,3
21768,13-08-2024,CUST3767,Benjamin Evans,North,Lucknow,Snacks,Chips,98,4,0.11,-0.53,UPI,Yes,4
21769,13-08-2024,CUST3768,Daniel Wilson,North,Chandigarh,Snacks,Biscuits,663,17,0.01,29.38,Wallet,No,5
21770,13-08-2024,CUST3769,Amelia Scott,East,Kolkata,Vegetables,Potatoes,1515,7,0.06,74.99,Card,Yes,5
21771,13-08-2024,CUST3770,Noah Young,East,Kolkata,Dairy,Cheese,760,5,0.11,96.44,Cash,Yes,4
21772,13-08-2024,CUST3771,John Smith,West,Pune,Fruits,Apples,1757,3,0.14,194.94,UPI,No,3
21773,13-08-2024,CUST3772,Daniel Wilson,South,Hyderabad,Vegetables,Tomatoes,1537,12,0.09,378.05,Wallet,Yes,2
21774,13-08-2024,CUST3773,Ethan Hall,North,Lucknow,Fruits,Apples,1085,10,0.02,68.68,Wallet,No,1
